Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Baqueano (24761)|John Bill.|Seminis-Petoseed.|medium determinate plant, saladette plum fruit with uniform color and is jointless; 75-90 grams, main to early season, Rio Grande type.|Spiral.|Mexico and Central U.S. 2000.|ASC, BSK, FW, ST, V.|F1 hybrid.
Barbarian (HMX 0796)|Jean Clause Mercier.|Harris Moran/Clause.|large indeterminate saladette for open field production.|Tequila.|northwest Mexico. 2000.|VFFN, TMV, Forl.|F1 hybrid.
Baron (PSX 40175)|Petoseed.|Petoseed.|F1 hybrid, compact, determinate, early jointless fresh-market hybrid; large, thick walled, smooth firm fruit with green shoulders.|Flora-Dade.|wide. 1979.|alternaria stem canker, gray leaf spot, verticillium wilt, and fusarium wilt races 1 and 2.|
Basket King|Burpee.|Burpee.|well branched determinate plants bearing a heavy crop of 1.75' diameter round fruit of good flavor.|Presto. 1982.|||
Basket King Hybrid|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, well-branched determinate vine; round fruit of good flavor.|Presto.|wide. 1982.||
Basket Pak|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|a larger cocktail tomato than Red Cherry; very prolific and good for long distance shipping in pink condition.|Large Red Cherry.|wide. Burpee catalog. 1963.||unknown selection.
Basketvee (V686C and Market Veebrite)|Hort. Res. Inst., Simcoe, Ontario, Canada.|Stokes Seeds.|open pollinated, sp, u, early, good cold germinating and setting ability; large firm smooth, fruit 30% larger than Veebrite but inside color paler; fresh market.|Veebrite.|northern range of commercial production. 1978.|verticillium wilt race 1 and cracking.|(Campbell 1402 x Coldset) x (Coldset x Heinz 1350)
Beef King (NVH 4354)|Northrup King.|Northrup King.|a home garden, bedding plant type, produces super large fruit weighing in a range of 300-350 g, excellent flavor, good interior color, good texture.|Beef Master, Supersteak, Bragger. 1987.||verticillium wilt race 1, fusarium wilt races 1 and 2, nematodes, tobacco mosaic virus.|
Beefeater (6716)|Petoseed Co.|Petoseed Co.|F1 hybrid, better fruit set Beefsteak type.||general. New Seeds for The World. 1971.|verticillium wilt and fusarium wilt race 1.|
Beefsteak VFN|Burpee.|Burpee.|very large, fairly smooth fruit, 17 oz or more with small blossom scar.|Super Steak. 1983.||verticillium wilt race 1, fusarium wilt race 1, nematodes.|
Bellestar (ST-50)|Agriculture Canada, Smithfield Expt. Farm, Trenton.|Johnny's Selected Seed.|processing type with a compact, determinate, upright vine, concentrated early set, uniform shoulders, sunscald tolerance, slightly elongated, lobed shape, firm, jointless pedicel, crimson fruit color, early maturity.||eastern Ontario, northeastern United States. HortScience 19:895-896, 1984. 1981.|verticillium wilt race 1.|Libby 7281 x ST31.
Benchmark 402 (92-402)|Dessert's Cal Seed.|Dessert's Cal Seed.|F1 hybrid, fresh market, determinate vine, large fruit, long shelf life.|||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, nematodes, tomato mosaic virus. 1995.|
Benewah (Idaho 21)|University of Idaho, Moscow.|University of Idaho, Moscow.|indeterminate, later ultra-early maturity, good leaf cover, slightly oblate 6-7 cm fruit.|Sub-Arctic cultivars.|cool, short growing areas. HortScience 15:536-537. 1980.||Pixie Hybrid x Sub-Arctic Midi.
Best Boy|Burpee. 1999.|Burpee. 1999.|||||
Better Brandywine|Burpee.|Burpee.|||||
Better Girl (77-4097)|Goldsmith.|Northrup, King Co.|F1 hybrid, flattened globe, red fruit, weighing 4 to 5 ounces, indeterminate.|Early Girl.|wide. 1977.|tolerant of verticillium wilt, fusarium wilt, and nematodes.|
BHN 189|BHN Seed.|BHN Seed.|F1 hybrid, fresh market, high heat and humidity fruit set, tall determinate vine, uniform green shoulder, globe shape and firm fruit.|||verticillium wilt race 1, fusarium wilt race 1 and 2, gray leaf spot. 1996.|
BHN 444|BHN Seed.|BHN Seed.|F1 hybrid, fresh market, first tomato spotted wilt virus resistant cultivar released in the eastern U.S., medium tall determinate vine, uniform green shouldered, globe shape and firm fruit.|||verticillium wilt race 1, fusarium wilt race 1 and 2, gray leaf spot, tomato spotted wilt virus. 1997.|
Bicentennial (3036)|University of Idaho Res. and Ext. Center.||open pollinated, early determinate, vigorous; solid, deep red, low pH fruit.||western United States. 1976.|verticillium wilt, fusarium wilt race 1, curly top, fruit rot.|L. peruvianum, L. pimpinellifolium; Payette, VF 145-21-4.
Big Bartlett|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|||||F1 hybrid. 2000.
Big Beef (PSX 76186)|Petoseed.|Petoseed.|large fruited, indeterminate Beefsteak type, earlier, more productive and much more disease resistant than Beefsteak or Ponderosa Red.|Better Boy, Beefmaster. 1991.||verticillium wilt race 1, fusarium wilt races 1 and 2, alternaria stem canker, gray leaf spot, nematodes, tobacco mosaic virus.|
Big Mama|Seminis Vegetable Seeds.|W. Atlee Burpee Co.|enormous pear-shaped paste tomato; meaty and solid; 3 inches across; indeterminate (not bush) type; heavy yield spread out over long season; 80 day maturity.||U.S. 2001.||
Big Pick (79-16)|Goldsmith Seeds.|Goldsmith Seeds.|F1 hybrid, firm round fruit, holds well on vine, indeterminate growth habit.|Better Boy and Better Girl.|wide. 1979.|verticillium, fusarium (race 1 and 2), nematodes, and tobacco mosaic virus.|
Big Red|James R. Westrnan, RFD 1, New Market, New Jersey.|William Hendrickson, RD 1, Box 290, New Market, New Jersey.|shape and structure of fruit like Jubilee but red and stronger flavored; foliage and flowers like Pritchard but vine larger.|Big Boy, Burpee F1 Hybrid.|mid-Atlantic states of the United States. 1959.|fusarium wilt (moderate).|Pritchard x Jubilee.
Big Set (PSX702)|Petoseed Co.|Petoseed Co.|F1 hybrid, bush type with extremely heavy set medium large fruit, deep oblate shape with green shoulder.|Walter.|general. 1975.|verticillium wilt, fusarium wilt race 1 and nematodes.|
Big Shot|Burpee. 1999.|Burpee. 1999.|||||
Biltmore (XP 1417977)|Seminis Vegetable Seeds - Asgrow.|Seminis Vegetable Seeds - Asgrow.|fresh market type; tall jointed determinate plant with large, smooth, heavy fruit that is uniform; no green shoulders; not as early as Mountain Spring, but stronger plant better quality fruit that are larger size at top of plant; maturity earlier than Forida 47 and 91.|Sunpride, Sunbeam.|eastern U.S. 2003.|Alternaria stem canker, Verticillium wilt (race 1), Fusarium (race 1, 2), gray leaf spot (Stemphylium solani).|F1 hybrid.
Bingo (Hyb. 45)|Ferry-Morse Seed Co.|Ferry-Morse Seed Co.|F1 hybrid, medium early, firm, large, fresh market type with uniform green immature fruit, semi-determinate.||California and the midwestern United States. 1981.|verticillium, fusarium (races 1 and 2), and tobacco mosaic virus; a distinct cultivar.|
BJ's Classic Pink (155068)|Petoseed.|Petoseed.|F1 hybrid, fresh market, indeterminate, large pink beef type.||home gardens. 1999.||
Blackhawk (97A)|University of Illinois, Urbana.||large fruited, late, indeterminate, red.|Rutgers. 1954.||fusarium immune.|series of complex crosses.
Blazer (NCX 3017)|FMC.|FMC.|F1 hybrid, early (100 days), compact, semi-open vine; medium large, slightly flattened, very smooth, firm fruit.|Royal Flush.|broad.|fusarium wilt race 1, verticillium wilt race 1.|Calmart x proprietary inbred.
Boa|Vilmorin.|Vilmorin.|stable plant large fleshy, fruit early yielding under glass vigorous cultivar, with short internodes splitting, multilocular, average weight 200-220 g.|Dumbo. 1993.||tobacco mosaic virus, verticillium wilt race 1, fusarium wilt race 1, gray leaf spot.|
Bonita (NVH 4457)|Northrup King.|Northrup King.|fresh market hybrid for the commercial grower, fruit are globe to deep globe, firm, smooth shoulders, blossom end scar is tight, fruit are jointless, plant is medium vigorous of determinate habit.|Sunny. 1986.||verticillium wilt race 1, fusarium wilt races 1 and 2, gray leaf spot.|
Bonnyvee (Ontario 777)|Ontario Hort. Expt. Sta.|Stokes Seeds.|open pollinated, sp u ogc, firm, crack resistant, excellent flavor, exceptionally smooth medium size.|Vision.|northeastern United States and Canada. 1981.|fusarium wilt race 1 and metribuzin herbicide.|Vision//Veeset/Ontario T71/Kecskemeti Export//Step 413.
BOS 20/20 (17020)|Orsetti Seeds.|Orsetti Seeds.|very firm hybrid processing tomato, high; yield, color, solids, and viscosity, multi-use for peel, dice and paste.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes. 1996.|
BOS 707 (707)|Orsetti Seeds.|Orsetti Seeds.|determinate hybrid processing pear type, uniform shape for specialty peeling pack, medium size stem scar, good vine size and fruit cover.|||fusarium wilt races 1 and 2, verticillium wilt race 1. 1989.|
BOS 3203 (3203)|Orsetti Seeds.|Orsetti Seeds.|midseason processing hybrid, square-round shape, firm, jointless, excellent internal and external color, vine cover and fruit set are very good.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes. 1987.|
BOS 8033 (8033)|Orsetti Seeds.|Orsetti Seeds.|early multiple use hybrid processing type, medium vine, good cover, exceptional internal color.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, bacterial speck. 1980.|
BOS 8066 (15122)|Orsetti Seeds.|Orsetti Seeds.|early processing hybrid, excellent fruit color, good vine cover, strong yielding.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes, bacterial speck. 1994.|
BOS 8095 (8095)|Orsetti Seeds.|Orsetti Seeds.|jointed pedicel, uniform square round processing hybrid for multipurpose use, medium-large vine with good cover.|||fusarium wilt races 1 and 2, verticillium wilt race 1. 1990.|
BOS 8132 (8132)|Orsetti Seeds.|Orsetti Seeds.|medium to large vine, hybrid processing type, jointed pedicel, square round shape, green shoulders, versatile for peeling, dicing, or product use.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes. 1990.|
BOS 8147 (8147)|Orsetti Seeds.|Orsetti Seeds.|processing hybrid with a medium to large, dark green vine, large, firm, good colored fruit, good yields and holding capacity, for dicing and product use.|||fusarium wilt races 1 and 2, verticillium wilt race 1, nematodes. 1990.|
Bouncer (ROFG)|Joseph Harris Co.|Joseph Harris Co.|fruit firm and structure of paste tomatoes but larger, 3 to 4 ounce, handles without splitting; vine determinate, possible use for mechanical harvest.||eastern U.S. tomato areas. 1965.|fusarium and verticillium wilts.|
Bounty|Dept. of Hort. North Dakota Agric. Expt. Sta., Fargo.|O.H. Will & Co.|determinate plant, uniform green fruit color, early maturity with good size and quality.|Victor.|short season areas and northern Great Plains. N.D. Agr. Expt. Sta. Bimonthly Bul. 3(3), Jan. 1941.||Break O'Day x Allred.
Bradley (Ark. 59-11)|Depts. of Horticulture and Plant Pathology. University of Arkansas, Fayetteville.||pink, excellent fresh market quality; heavy foliage cover when staked and pruned.|Gulf State Market.|southern United States. Ark. Farm Res., vol. X, No. 6, Nov.-Dec. 1961.|fusarium wilt.|Gulf State Market x Pinkshipper.
Brandy Boy|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|Brandywine type; pink colored fruit; potato leaf.||U.S. 2002.||F1 hybrid.
Bravo (Expt. 9975)|Keystone Seed Co.|Keystone Seed Co.|open pollinated, green-shouldered, early round cultivar for mechanical harvest.|VF145-7879.|California. 1978.|none claimed.|
Characteristics: F1 hybrid, fruit medium to large, red, deep globe shape; mid-season; indeterminate vine.|Petoseed Co., Saticoy, Calif.|Similar:|Breeders|Resistance:|same areas as Rutgers.|Parentage:|Name:
Brehms Solid Red|Fred Brehm.|Eastern States Farmers' Exchange, West Springfield, Massachusetts.|fruit deep red, smooth, deep, on sparsely branching stems, trellis or ground, midseason.|improved Solid Red.|New England to Virginia. E.S. Catalog 1960.|cracking.|selection of Solid Red.
Brian (131782)|David Dean.|Seminis-Asgrow.|elongated, jointless saladette similar to Clemente, but with TMV resistance, determinate plant.|Clemente.|Florida, South Carolina, South America. 2000.|ASC, Nematode, BSR, FW, St, ToMV, V.|F1 hybrid.
Brigade (XPH 5210)|Asgrow.|Asgrow.|square peeler and dicer with utilization also for high solids and viscosity products, a consistent performer that is adapted to all major production areas.|E6203. 1986.||verticillium wilt race 1, fusarium wilt races 1 and 2.|
Bucks County|Burpee.|Burpee.|||||
Burgess Crack Proof|Burgess Seed & Plant Co., Galesburg, Michigan.|Burgess Seed & Plant Co., Galesburg, Michigan.|practical immunity of fruit to radial cracks.|Marglobe and Rutgers. Burgess Catalog 1945.||growth cracks.|unknown; sample received from an Ohio fancier about 1940; unlike any other cultivar.
Burgess Hybrid No.1|Burgess Seed and Plant Co., Galesburg, Michigan.||F1 hybrid, determinate vine habit, fruit larger, deeper globe shape and earlier than Bison and have better finish.|Bison.|general and short season areas. Burgess Seed Catalog 1956. 1957.||Improved Bison x Meteor.
Burgess Hybrid No.2|Burgess Seed and Plant Co., Galesburg, Michigan.||F1 hybrid, semi-determinate vines bearing early through mid-season; heavy yield of large globe shaped red fruit.||wide. Burgess Catalog, 1956. 1957.||Firesteel x Garden State.
Burgess Hybrid No.3|Burgess Seed and Plant Co., Galesburg, Michigan.||F1 hybrid, indeterminate vines bearing midseason, good yield of medium sized, globed shaped fruit. Color deep red.||wide. Burgess Seed and Plant Co. Catalog, 1956. 1957.||Early Wonder x Earliest and Best.
Burgis (71057)|University of Florida, Bradenton.|University of Florida, Bradenton.|fresh market type, determinate vines, jointless pedicel, midseason, medium-large fruit.|Flora-Dade.|Florida. Fla. Agric. Expt. Sta. Circ. S-279. 1981.||Flora-Dade x Fla. breeding line.
Burpee Big Girl VF|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, large solid fruit in 1-pound range, indeterminate plants.|Big Boy Hybrid.|wide. 1976.|verticillium and fusarium wilts.|
Burpee Bunch|Burpee.|Burpee.|||||
Burpee Calcross|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, vine semi-determinate, prolific; fruit oblate, medium sized and very meaty.|Pritchard.|primarily to the west coast of the United States. Burpee catalog 1953.|early defoliation.|
Burpee Globemaster|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, early with sturdy vines that protect fruit from sun scald; bears over long period; good crack resistance.|Moreton Hybrid.|particularly to northern United States. Burpee catalog 1963.||
Burpee Hybrid|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, early main crop; fruit deep globe, firm, medium large; superior quality and flavor; suitable for shipping.|Marglobe.|wide. Burpee catalog 1946.||
Burpee VF|W. Atlee Burpee Co.|W. Atlee Burpee Co.|F1 hybrid, medium size, crack-resistant globe fruit.|Super Sioux.|wide. 1969.|verticillium and fusarium wilts.|
Burpeeana Early Hybrid|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, first early.|Burpee's Gloriana but has smoother fruit, heavier yield and more vigorous plants, bearing over a longer period.|wide, particularly good in the northern United States. Burpee catalog 1948.||
Burpee's Big Boy Giant Hybrid|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, very large size, combined with smoothness, good depth, and very high yields.||wide. Burpee catalog 1949.||
Burpee's Big Early|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|F1 hybrid, early, large fruited prolific, bright red, meaty, and of fine flavor; vigorous vines, bear all season. Burpee catalog 1955.||||
Burpee's Burger (150053)|W. Atlee Burpee and Co.|W. Atlee Burpee and Co.|fruit are 14-18 oz., has vigorous and indeterminate plant habit; smoother shoulder, high in sugar and acid with extra flavor.|Big Beef.|wide. 2000.|V, FL, F2, T, ASC, ST.|F1 hybrid.
Burpee's Globe|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|heavy yielding, pink fruited, vigorous vine, fruit globular smooth and very solid; good quality.|Livingston's Globe.|all but extreme northern areas. Burpee Catalog 1936.||unknown.
Burpee's Gloriana (Earliana, Sunnybrook Earliana)|W. Atlee Burpee Co., Philadelphia.|W. Atlee Burpee Co., Philadelphia.|earlier, smoother fruit and bears longer than the old Earliana.|Earliana.|wide. Burpee Catalog 1941.||five-generation inbred from cross Earliana x Bison.
