Name|Breeder|Vendor|Characteristics|Similar|Adaptation|Resistance|Parentage
Hyslice (Castlex 2001)|A.L. Castle.|A.L. Castle.|F1 hybrid, early, cylindrical, slightly tapered, uniform dark green fruit, vigorous medium vine, high yield.||wide. 1977.|scab, cucumber mosaic virus, angular leaf spot, anthracnose, downy mildew.|
Iceland (Burbank's Iceland)|Luther Burbank.||monoecious slicer, fruit nearly white, 3.5-4 x 2.5-2.75' size. 1917.||||
Iceman (06050)|D. Croker.|Petoseed.|early maturity.|Fanfare. 1994.||angular leaf spot, cucumber mosaic virus, scab, downy mildew, powdery mildew.|
Characteristics: dark green foliage, medium green fruit, Cubit type with 'star' on end.|Adaptation: regionally adapted where cucumber mosaic virus is severe enough to hurt partially resistant cultivars. 1953.|Similar:|Breeder: Veg. Crops Department, University of Hawaii, Honolulu.|Resistance: exceptionally high resistance to cucumber mosaic virus. Severe mosaic exposure will not distort fruit.|Cubit cultivar.|Parentage: Honolulu Agric. Expt. Sta., cucumber selection 4-1-1-1-6-3.|Name: Ilima
Improved Hycrop Pickling|Guelph Ontario Agr. College, Guelph, Ontario, Canada and Petoseed Co.||predominantly gynoecious hybrid pickler, very strong vine, midseason, black spined, L/D 2.8, very uniform, produces over a long season.||northern United States, Canada. 1960.|scab, cucumber mosaic virus.|female inbred from Guelph, male inbred from Petoseed Co.
Improved Long Green||Dessert Seed Co.|slicer, fruit tapered, warty, 10 x 3' size, 70 day maturity, black spined, dark green.||home garden.||
Improved White Spine|Hastings.|Nat. Seed Storage Lab.|monoecious inbred.||||
Indefatigable Of Konigsdorf||Nat. Seed Storage Lab.|monoecious inbred.||||
Independence (12702)|Enza Zaden.|Enza Zaden.|||North America. 1999.||F1 hybrid.
Indio (PS 155595)|Eldon Heersink.|Seminis-Petoseed.|American slicer, gynoecious, dark green, straight fruit, strong vines.|Cortez.|Eastern U.S., Central Mexico. 2000.|anthracnose, angular leafspot, powdery mildew, scab, PRSV, WMV, ZYMV.|F1 hybrid.
Indy (PS 119991)|Petoseed.|Petoseed.|predominantly gynoecious slicer hybrid, fruit early, white spined, 8-12' long, blocky cylindrical dark green, exceptional quality, vines vigorous, dark green, set early, high yield, 59 day maturity.|Dasher II, Speedway.||powdery mildew, cucumber mosaic virus, angular leaf spot, scab, zucchini yellow mosaic virus, papaya ringspot virus, watermelon mosaic virus 2, anthracnose.|
Intimidator (SVR 3501217)|Nischit Shetty.|Seminis Vegetable Seeds.|gynoecious slicer, early maturity, very dark green fruit with uniform length and good diameter, premium shape, few spines with high percentage of super-selects and early yields.|Dasher II, Thunder.|wide. 2001.|anthracnose race 2, angular leaf spot, cucumber mosaic virus, downy mildew and scab.|F1 hybrid.
Irish Queen (New England)|S.M. Isbell and Co.||monoecious slicer, fruit straight, grayish green, 6-7.5 x 2.5-2.75in size. 1916.||||
Jackson (Sun 3540)|Sunseeds.|Sunseeds.|white spined, determinate vined, gynoecious hybrid pickler.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Jade (XPH 1367)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early Middle Eastern type for open field culture, L/D 3.7, medium green, thin shiny skin, very productive.|Beit Alpha.|Middle East, where Beit Alpha type is used. 1984.|tolerance to cucumber mosaic virus.|
Japanese Climbing (Japan Climbing, Japan Dark Green, Japanese, Japanese Climbing Green, New Japanese||Nat. Seed Storage Lab.|monoecious inbred slicer, fruit straight, light green, 7-8 x 2-2.25' size.||||
Jazzer|Enza Zaden.|Enza Zaden.|||||
Jersey Pickling (Early Long Pickling, Extra Long Green Pickling, Improved Jersey Pickle, Improved Lo|New Jersey.||monoecious pickler, fruit straight, medium green, 7-8 x 2-2.25' size.||||
Jetset (XPH 1356)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, high yielding slicer, long blocky fruit.|Sprint 440.|||
Johnston (G 65)|T.C. Wehner, S.F. Jenkins Jr. and R.L. Lower, North Carolina State University, Raleigh and University of Wisconsin, Madison.||predominantly gynoecious pickling hybrid, dark green fruit, L/D 3.3, good processing quality.|Regal.|wide. 1991.|scab, fusarium wilt, cucumber mosaic virus, downy mildew, powdery mildew, anthracnose, angular leaf spot.|Gy 5 x M 21.
Jolly Green|Burpee Seed Co.|Burpee Seed Co.|||U.S. 2002.||
Jordan||Hollar.|6.5' fruit length, glossy green, 56 day maturity, heavy yield, gynoecious hybrid, middle eastern slicer.|Beit Alpha.|||
Journey (XP 04504229)|Seminis Vegetable Seeds-Asgrow.|Seminis Vegetable Seeds-Asgrow.|dark green blocky fruit with a 3.00-3.06 L/D ratio; heavy yield, excellent fruit color and shape for machine pick for processors; darker fruit color and better or equal yield to Vlaspik, 1-2 days earlier than Vlaspik.|Lafayette, Vlaspik, HMX 9465.|NAFTA. 2003.|downy mildew, anthracnose, scab, angular leafspot, cucumber mosaic.|F1 hybrid.
Khiva (Brown Netted, Early Netted Russian, Khiva Netted, Long Netted Russian, Netted Russian, Russia|Khiva, B.K. Bliss and Sons.||monoecious, fruit straight, dark green, 4-5 x 2.5-3' size. 1880.||||
Kirby (Black Diamond, D. and B. Special, Dark Green, Dark Green Slicer, Earliest Black Diamond, Gree|Norval E. Kirby.||monoecious inbred pickler type for fresh market use, fruit straight, dark green, 8-9 x 2.5-2.7 5' size. 1920.||||
Klondike (Everlasting, Extra Early Klondike, Klondike Long White Spine, Klondike White Spine, New Kl|D. V. Burrell.|Nat. Seed Storage Lab.|monoecious open pollinated slicer, fruit straight, very dark green, 7-8 x 2.5-3' size. 1902.||||
La Salle|Ferry-Morse.||hybrid pickler.||||
Lafayette (Sun 3529)|Sunseeds.|Sunseeds.|good dark green, white spined, slightly tapered, machine or hand white spined, gynoecious hybrid pickler.|||anthracnose, angular leaf spot, downy mildew, powdery mildew, scab, mosaic virus.|
Lama (XPH 1251)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, slicer, uniform dark green color, inconspicuous course spined, longer than Damascus.|Damascus. 1981.||powdery mildew, downy mildew.|
Lama II (XPH 1596)|Asgrow.|Asgrow.|a smoothed skinned, dark green, middle eastern slicer, L/D 4.0, skin slightly thicker than similar hybrids to extend shelf life.|Lama. 1988.|||
Lemon (Apple Shaped, Garden Lemon)|Samuel Wilson.|Nat. Seed Storage Lab.|hermaphroditic inbred slicer, fruit short oval, 3' diameter, greenish yellow-lemon yellow-golden yellow, 3-3.5 x 2-2.5' size, black spined, prolific fruiting, sweet taste.||home garden. 1894.||
Liberator (DEXP. 619)|Dessert Seed Co.|Dessert Seed Co.|open pollinated, white spined, pickler.|Wisconsin SMR 18.|northern United States. 1975.|scab, cucumber mosaic virus.|
Liberty (MH6)|R.L. Lower, North Carolina State University, Raleigh.|Petoseed Co.|monoecious hybrid, vigorous, early, cold tolerance, black spined, L/D 2.9, good processor.|Wisconsin SMR 18.|wide. 1977.|cucumber mosaic virus, scab; tolerance to anthracnose, angular leaf spot, powdery mildew, downy mildew.|Wisconsin SMR 18 x M 41.
Liberty Bell (DEXP. 726-74)|Dessert Seed Co.|Dessert Seed Co.|F1 hybrid, white spined, gynoecious, high-quality pickler.|Score.|northern United States. 1976.|scab, cucumber mosaic virus.|
Lightning (XPH 1701)|Asgrow.|Asgrow.|predominately gynoecious hybrid slicer, vigorous vines, uniform dark green fruit, early yield, white spined.|||powdery mildew, cucumber mosaic virus, zucchini yellow mosaic virus. 1993.|
Long Grecian (Athenian, Athens, Extra Long Green Smooth, Extra Long Smooth, Grecian, Long Green Smoo|Hovey and Co.||monoecious open pollinated slicer, fruit straight, bright green, 10-12 x 2.5-3' size. 1870.||||
Long Green (California Long Green, Common Long Green, Diamond Long Green, Extra Early Long Green, Im|Prince.|Northrup King.|monoecious, open pollinated slicer, black spined, 2 1/2 x 8-9' size.|Davis Perfect, Long Green Turkey. 1842.|||
Long Green Hybrid|Hollar and Co.|Hollar and Co.|F1 hybrid, closely resembles Marketmore 76, but with hybrid color, 9' fruit length, uniformly dark green.|Marketmore 76.|wide.|downy mildew, powdery mildew, scab.|
Long Green Turkey (Extra Early Green Turkey, Green Turkey, Improved Extra Long Green Turkey, Landret|||monoecious open pollinated slicer, fruit green, 10-15' fruit length. 1778.||||
Long Marketer (Marketer Long)|Ferry-Morse Seed Company, Detroit.|Ferry-Morse Seed Company, Detroit.|monoecious inbred slicer; about 1' longer than Marketer and more cylindrical in shape; 8.5' fruit length, dark green fruit, 64 day maturity.|Marketer.|wide. 1956.||single plant selection from Marketer.
Long of Keschmet||Nat. Seed Storage Lab.|monoecious inbred.||||
Longfellow (Cliffwood Longfellow, Fairfield Giant, New Longfellow, Penny Pack Valley, The Longfellow|Jerome B. Rice.|Farmer Seed.|monoecious inbred slicer, fruit straight with blunt ends, very dark green, 10-12 x 2.25-2.5' size. 1927.||||
Lucia (NC-46)|S.A. Walters and T.C. Wehner.|North Carolina State University.|indeterminate, monoecious inbred, medium green colored vines; fruit are long pickle type with LD 3.9, dark green, medium sized warts, white spines.|Sumter, but longer fruit.|widely adapted, but developed in the southeastern U.S. 1997.|root knot nematode (Meloidogyne javanica, M. hapla, M. arenaria races 1 and 2), scab, anthracnose, powdery mildew.|NCH1 population (including resistant parental accession LJ 90430) brought to recurrent selection cycle 9, then used to develop S7 inbred.
Lucky Strike (PSX 1173)|Petoseed.|Petoseed.|F1 hybrid, medium compact plant, gynoecious, white spined, L/D 3, dark green blocky fruit.|Carolina, Explorer.|wide. 1976.|scab, cucumber mosaic virus, downy mildew, powdery mildew, anthracnose, angular leaf spot.|
MacArthur (SXQ 1882)|Augie Gabert.|Sunseeds.|dark green fruit color, slightly tapered fruit, medium-size indeterminate vine; approximately 51 days to maturity.|Vlaspic, Lafayette.|all pickling cucumber growing regions. 2000.|scab, CMV, angular leafspot, powdery mildew, downy mildew, anthracnose.|F1 hybrid.
Magic (XPH 1589)|Asgrow.|Asgrow.|monoecious hybrid pickler, used as pollenizer for gynoecious cultivars, long dark green fruit.|Primepak. 1988.||major diseases.|
Magnolia|Mississippi Agric. Expt. Sta., State College.||dark green color, heavy yield early, good breeding parent.||Southern. Mississippi Agric. Expt. Sta. Inf. Sheet 423. 1949.|tolerance to downy mildew.|National Pickling and a breeding line from Dr. Rogue of the Puerto Rico Agric. Expt. Sta.
Maine 2|Maine Agric. Expt. Sta., Orono.|Allen, Sterling, Lothrop, Portland, Maine|vigorous spreading vine, pale, warty fruit but tender skin, For home garden use only.||regionally Maine, eastern Canada. Maine Sta. Misc. Publ. 554, 1939.|scab.|Chicago Pickling x inbred from Longfellow.
Mandarin|Vaughan-Jacklin.|Nat. Seed Storage Lab.|monoecious inbred.||||
Manisa (XPH 1421)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, early, Beit Alpha type, for growth under polyethylene tunnels where its resistance to downy mildew, powdery mildew is a distinct advantage.|Beit Alpha.|Middle East, eastern Mediterranean. 1985.|downy mildew, powdery mildew.|
Manteo (NC-44)|S.A. Walters and T.C. Wehner.|North Carolina State University.|indeterminate, monoecious inbred, medium green colored vines; fruit are medium length pickle type with LD 3.4, dark green, medium sized warts, white spines.|Sumter.|widely adapted, but developed in the southeastern U.S. 1997.|root knot nematode (Meloidogyne javanica, M. hapla, M. arenaria races 1 and 2).|NCH1 population (including resistant parental accession LJ 90430) brought to recurrent selection cycle 9, then used to develop S7 inbred.
Marathon|Petoseed.|Petoseed.|monoecious slicer, strong, vigorous vines, fruit straight, uniform dark green, good color, 8.5 x 2.25' size, 64 day maturity.|||scab, cucumber mosaic virus, powdery mildew, anthracnose race 2, angular leaf spot.|
Mariner (C459)|Joseph Harris Co.|Joseph Harris Co.|F1 hybrid, white spined, gynoecious, pickler, uniform, blunt, cylindrical, dark green.||wide. 1975.|tolerance to downy mildew, powdery mildew.|
Marketer|Associated Seed Growers, New Haven, Conn.|Associated Seed Growers, New Haven, Conn.|widely used, fruit trim, uniform for shape and color, dark green, high yielding. 1942.||||Straight 8 x Vaughn.
Marketmore|H. Munger, Cornell University.||monoecious, inbred, white spined, slicer, 8.5 x 2.5' fruit, 70 day maturity.|Marketer. 1968.|wide.|scab, cucumber mosaic virus.|
Marketmore 70|H. Munger, Cornell University.||uniform dark green fruit trait backcrossed into Marketmore. 1970.||||
Marketmore 70F|H. Munger, Cornell University.||gynoecious Marketmore 70. 1970.||||
Marketmore 72|H. Munger, Cornell University.||bitterfree Marketmore 70. 1972.||||
Marketmore 72F|H. Munger, Cornell University.||gynoecious Marketmore 72. 1972.||||
Marketmore 76 (427)|H. Munger, Cornell University.||67-70 day maturity, monoecious, inbred slicer with dark green, straight, slightly tapered, white spined, 8-9 x 2.25' fruit, vigorous, market and home garden.|||downy mildew, powdery mildew, scab, cucumber mosaic virus. 1976.|
Marketmore 76F|H. Munger, Cornell University.||gynoecious Marketmore 76. 1976.||||
Marketmore 80|H. Munger, Cornell University.||bitterfree Marketmore 76. 1980.||||
Marketmore 80 Bw|H. Munger, Cornell University.||bacterial wilt resistant Marketmore 80. 1980.||||
Marketmore 80F|H. Munger, Cornell University.||gynoecious Marketmore 80. 1980.||||
Marketmore 85 (DM 81-485)|H. Munger, Cornell University.||smallest vine of MM series, larger than Spacemaster, earliest maturity, white spined, slicer, monoecious, inbred, 8' fruit length, dwarf.|||downy mildew, powdery mildew, scab, cucumber mosaic virus. 1985.|((((PG57xMM)MM)MM70 F8)MM76 BC3)MM80 F6.
Marketmore 86 (DM 87-545)|H. Munger, Cornell University.||earlier and smaller plant than Marketmore 76, but larger than Marketmore 85, white spined, slicer, monoecious, inbred, 8' fruit length, dwarf.|||downy mildew, powdery mildew, scab, cucumber mosaic virus. 1986.|(((PG57 x MM BC2)MM72 F8)MM76 BC5)F5.
Marketmore 87|H. Munger, Cornell University.||target leaf spot resistant Marketmore 76. 1987.||||
Marketmore 88|H. Munger, Cornell University.||watermelon mosaic virus-2, papaya ringspot virus-w, and zucchini yellow mosaic virus resistant Marketmore 76. 1988.||||
Marketmore 92|H. Munger, Cornell University.||Combined resistances of Marketmore 87 and 88. 1992.||||
Marketmore 97 (92-414)|H. Munger, Cornell University.||monoecious, inbred, white spined, slicer, 8' fruit length, uniform green, bitterfree.|||downy mildew, powdery mildew, scab, alternaria leaf spot, target leaf spot, Ulocladium, cucumber mosaic virus, watermelon mosaic virus-2, papaya ringspot virus-w, zucchini yellow mosaic virus. 1997.|
Marketsett (SC MA)|Clemson Coastal Expt. Sta.|Clemson Coastal Expt. Sta.|open pollinated, white spined, slicer, monoecious, inbred, 8' fruit length, indeterminate vine.|Poinsett 76, Marketmore 76.|wide. 1980.|angular leaf spot, downy mildew. anthracnose, powdery mildew, scab.|SC 716 x Marketmore 70, and disease-resistant gene pool, uniform green fruit.
Matador (Sunex 3739)|A. Gabert.|Sunseeds.|monoecious hybrid slicer, vigorous plant, high yield, cylindrical, straight, dark green fruit, white spined.|Conquistador, but earlier.||powdery mildew, downy mildew, scab, cucumber mosaic virus, papaya ringspot virus, watermelon mosaic virus, zucchini yellow mosaic virus.|
Maverick (PS 31195)|Al Burkett.|Seminis Vegetable Seeds, Petoseed Brand.|hybrid pickling cucumber, dark green fruit with LD ratio 3.0.|Eureka.|Mexico, North America. 1999.|anthracnose race 2, angular leafspot, scab, powdery mildew, CMV, ZYMV, WMV, PRSV.|F1 hybrid.
Maximore 100||Abbott & Cobb.|hybrid slicer, 55 day maturity, fruit very dark green, smooth, straight, white spined, 8.5 x 2.75'.|||angular leaf spot, anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Medalist (GDM)|Joseph Harris Co.|Joseph Harris Co.|open pollinated, uniform deep-green color, smooth, excellent overall shape.|Southernsett.|wide. 1980.|scab, cucumber mosaic virus, downy mildew, powdery mildew.|
Meridian (Meridian 70)|H. Munger, Cornell University.||uniform dark green fruit trait added to Meridian T. 1970.||||Tablegreen 68 x Marketmore 70.
Meridian 72|H. Munger, Cornell University.||bitterfree Meridian 70. 1972.||||Tablegreen 72F x Marketmore 72.
Meridian 80|H. Munger, Cornell University.||predominantly gynoecious hybrid, white spined, bitterfree slicer, 8' fruit length.|||downy mildew, powdery mildew, scab, cucumber mosaic virus. 1980.|Tablegreen 72F x Marketmore 80.
Meridian T|H. Munger, Cornell University.||predominantly gynoecious hybrid, white spined, slicer, 8' fruit length.|||scab, cucumber mosaic virus. 1968.|Tablegreen 68 x Marketmore.
Meteor (XPH 1653)|Asgrow.|Asgrow.|predominantly gynoecious hybrid slicer, early maturity, white spined, 7-8' fruit length.|Comet A. 1992.||ulocladium leaf spot, anthracnose, angular leaf spot, cucumber mosaic virus, scab, downy mildew, powdery mildew, target spot.|
Michigan Wonder|Burgess Seed and Plant Company, Galesburg, Mich.|Burgess Seed and Plant Company, Galesburg, Mich.|early, very productive.||general and short season areas. Burgess Seed and Plant Company Cat. 1938.||
Midas (SSC 1364)|Magnum Seeds.|Shamrock Seed Co.|a multi-virus resistant, monoecious slicing type; very vigorous plant with abundant, dark green foliage; produces a uniform crop of dark green, firm fruit; high yields of fruit measuring 8-9 x 2 inches (LxW); maintains a smooth, cylindrical shape under hot growing conditions.|Conquistador.|U.S. cucumber growing regions. 2003.|cucumber mosaic virus, zucchini yellow mosaic virus, papaya ringspot virus, watermelon mosaic virus, angular leafspot, anthracnose, scab, powdery mildew and moderate resistance to downy mildew.|F1 hybrid.
Midget|Minnesota Agric. Expt. Sta., St. Paul.|Farmer Seed and Nursery Co.|plants 12' tall, few short laterals, terminate in cluster of male and female flowers, fruit of Mincu type.|Mincu cultivar.|regionally central Minnesota. Minnesota Hort. 68:8. 1940.||mutation (bush type) crossed with inbred line of Mincu types, selfed five generation.
Millenium Green (PS 64487)|Manuel Rosas.|Seminis-Petoseed.|gynoecious pickling type, vigorous vine, medium dark green fruit.|Calypso.|midwestern U.S., northeastern U.S., Canada. 1999.|anthracnose, angular leafspot, downy mildew, powdery mildew, scab, CMV.|F1 hybrid.
Milo (CTAHR)|Sekioka et al., University of Hawaii.||vigorous, monoecious hybrid slicer, fruit with crisp uniform green skin and white spines.|Burpee Hybrid, Sweet Slice. 1988.||cucumber mosaic virus, watermelon mosaic virus 2, powdery mildew.|79-25 x 75A-1.
Mincu|Minnesota Agric. Expt. Sta., St. Paul, Minnesota|Burpee Seed Co.|early, clustering, prolific, green skin, white spined, pickler.|Early Russian cultivar.|regionally the northern United States. Minnesota Hort. 65: 217. 1937.||inbred selection (probably mutation) from Sour Pickling, a red skinned, black spined, Russian importation.
Mincu Extra Early||ARCO.|slicer or pickler, white spined, medium green, oblong, 4.5 x 2' fruit, 50 day maturity.||||
Minisol|De Ruiter.|De Ruiter.|gynoecious hybrid, mini greenhouse cucumber, high number of fruit per plant, white spined, 9' fruit length.||greenhouse.|powdery mildew.|
Characteristics: short vines, usually three feet or less in length.|Adaptation: fairly general regional. 1949.|Similar: Mincu.|Breeder: University of Minnesota, University Farm, St. Paul.|Resistance:|Mincu cultivar in fruit characteristics.|Parentage: inbred lines of Mincu and Midget.|Name: Minnesota Dwarf Cuke XII
Moctezuma (PS 102095)|Ken Owens.|Seminis Vegetable Seeds, Petoseed Brand.|monoecious hybrid slicer, extremely vigorous, cylindrical, straight, uniform, very dark green.|Conquistador.|Mexico. 1999.|anthracnose race 2, angular leafspot, scab, powdery mildew, target leafspot, CMV, ZYMV, WMV, PRSV.|F1 hybrid.
Model|Associated Seed Growers.|Associated Seed Growers.|white spined, fruit dark green, blocky, slight taper.||southern United States. 1946.||Shamrock x Mincu.
Monarch (XPH 1187)|Asgrow.|Asgrow.|monoecious hybrid slicer, early maturity, very productive over a long harvest period, blocky ends.|Marketmore 76. 1983.||scab, cucumber mosaic virus; tolerance to downy mildew, powdery mildew, anthracnose, angular leaf spot.|
Monika|Research Institute of Vegetable Crops, Poland.||monoecious hybrid slicer, fruit uniform dark green, 11.5-12 x 3.1 cm size.||||
Morcrop Hybrid|Canada Department of Agr. Expt. Farm, Morden.||stippled zone one-third distance from blossom end.|Straight Eight.|Great Plains area.|Sec. Canada Hort. Council Rpt. 1955.|Mincu 49 x Cubit M43.
Morden Early|Experimental Farm, Morden, Man., Canada.||extra early, small fruit, turn yellow early.||short-season gardens. Mimeo. Circ. 1956.|drought or dry conditions.|Muromsche x unknown large fruited cultivar.
Mountain Perfection|Grand Junction.||monoecious slicer, fruit slightly curved, dark green, 12-14 x 2.5-2.75' size. 1928.||||
Moxie (HMX 8460)|Gary Taurick.|Harris Moran.|pickling type; dark green fruit color with excellent block shape; small seedcell; 3.0 L/D ratio.||U.S. 2003.||F1 hybrid.
MSU 713-5|C.E. Peterson, Michigan State University.||first gynoecious inbred developed; black spined, pickler.||||
Multipik (PSX 574)|Petoseed.|Petoseed.|F1 hybrid, white spined, gynoecious, long fruit, L/D 3.15, firm, medium dark green fruit, brines well; vine is strong rooted, vigorous.|Calypso.|wide. 1978.|scab, angular leaf spot, downy mildew, powdery mildew, cucumber mosaic virus, anthracnose.|
Muncher|||middle eastern slicer, 6.5' fruit length, medium green, 59 day maturity.|Beit Alpha.||cucumber mosaic virus.|
Muncher M.R.|Hazera Company, Haifa, Israel.|Hollar and Co.|home garden, white spined, slicer, white flesh, extra soft and tender, excellent flavor, non bitter, burpless, not for shipping.||general to long season. Hollar and Company, 1973. 1974.|cucumber mosaic virus.|
Muronium|Niagara.|Nat. Seed Storage Lab.|monoecious inbred.||||
Muscatine Pickling|D.M. Ferry and Co.|D.M. Ferry and Co.|monoecious pickler, fruit dark green. 1910.||||
Nadine (XPH 1413)|Asgrow Seed Co.|Asgrow Seed Co.|F1 hybrid, smooth skinned fruit, moderate dark color, L/D 3.6, vines vigorous, highly gynoecious.|Marbosan, Arabel.|Middle East, protected culture. 1985.||
Napoleon (SUNRE 3502)|A. Gabert.|Sunseeds.|determinate vine, white spined, high concentrated yield for machine harvesting.|Castlepik 2012. 1988.||scab, cucumber mosaic virus, powdery mildew, downy mildew, angular leaf spot, anthracnose.|
Nappa 63|Asgrow.|Nat. Seed Storage Lab.|monoecious inbred.||||
National Pickling (National, National Pickle, National Association Pickling)|Michigan Agric. Exp. Sta.||monoecious inbred pickler, fruit straight, medium green, 5.5-6 x 1.75-1.88' size, black spined, 54 day maturity. 1924.||||
Nautilus (XPH 1707)|Asgrow.|Asgrow.|hybrid pickler, manageable vine length for hand harvest, L/D 3.0.|Fancipak. 1993.||degree of resistance to cucumber mosaic virus, scab, angular leaf spot, downy mildew, powdery mildew, anthracnose.|
Navigator (XPH 1706)|Asgrow.|Asgrow.|hybrid pickler, stable gynoecious flowering habit, suitable for hand harvest or machine pick, fruit L/D 3.1.|Primepak. 1993.||some resistance to cucumber mosaic virus, scab, angular leaf spot, downy mildew, powdery mildew, anthracnose.|
NC-Davie (NC-54xNC-55)|T.C. Wehner. |North Carolina State University, Raleigh. |slightly gynoecious pickling hybrid, medium size vines with short hypocotyl, dark green leaves, semi-determinate flowering habit; high yield, early maturity; dark green fruit, L/D 3.0, good processing quality, good keeping ability, bloater resistance. |Raleigh. |southern U.S.  2004.|anthracnose, powdery mildew, scab. |F1 hybrid of NC-54 (dwarf-determinate, gynoecious) x NC-55 (tall-indeterminate, monoecious) inbreds; S10 inbreds from NCEDP population, cycle 9. 
NC-Duplin (NC-56xNC-57)|T.C. Wehner. |North Carolina State University, Raleigh. |slightly gynoecious pickling hybrid, medium size vines with short hypocotyl, dark green leaves, semi-determinate flowering habit; high yield, early maturity; dark green fruit, L/D 3.1, good processing quality, good keeping ability, bloater resistance. |Johnston. |southern U.S.  2004.|anthracnose, powdery mildew, scab. |F1 hybrid of NC-56 (dwarf-determinate, gynoecious) x NC-57 (tall-indeterminate, monoecious) inbreds; S10 inbreds from NCEDP population, cycle 9. 
NC-Stratford (NC-58xNC-59)|T.C. Wehner. |North Carolina State University, Raleigh. |monoecious slicing hybrid, medium dwarf size vines with short hypocotyl, dark green leaves, and dwarf-determinate plant type, slightly longer vines than NC-Sunshine; high yield, early maturity; dark green fruit, 207 mm (191-246 mm) fruit length, good fresh-market quality, and good keeping ability. |Dasher II. |southern U.S.  2004.|anthracnose, powdery mildew, scab. |F1 hybrid of NC-58 (dwarf-determinate, monoecious) x NC-59 (dwarf-determinate, monoecious) inbreds; S10 inbreds from NCEDS population, cycle 9. 
NC-Sunshine (NC-62xNC-63)|T.C. Wehner. |North Carolina State University, Raleigh. |monoecious slicing hybrid with high percentage of pistillate nodes, medium dwarf size vines with short hypocotyl, dark green leaves, and dwarf-determinate plant type, slightly shorter vines than NC-Stratford; high yield, early maturity; very dark green fruit, 202 mm (186-218 mm) fruit length, good fresh-market quality, and good keeping ability. |Dasher II. |southern U.S.  2004.|anthracnose, powdery mildew, scab. |F1 hybrid of NC-62 (dwarf-determinate, monoecious) x NC-63 (dwarf-determinate, monoecious) inbreds; S10 inbreds from NCEDS population, cycle 9. 
Neptune (HMX 6466)|Harris Moran.|Harris Moran.|predominantly gynoecious hybrid pickler, middle to early maturity, white spined, medium green, cylindrical, L/D 3.1-3.3.|||anthracnose, cucumber mosaic virus, downy mildew, powdery mildew, scab, target leaf spot. 1993.|
Neron F1 (GOF-290)|Research Institute of Vegetable Crops, Poland.||monoecious hybrid pickler, fruit dark green, numerous large warts, larger than GOF-190.|GOF-190.||anthracnose, downy mildew, powdery mildew, scab, cucumber mosaic virus.|
Niagara|Cornell University, Ithaca, New York.||dark green, blunt ends, tendency to curved fruit under some conditions.|Cubit cultivar. Farm.||cucumber mosaic virus.|Kansas 19B-6-4-1-1-9-2-14-6 x Cubit.
Niagara Green|Niagara (Harris Moran).|Niagara (Harris Moran).|middle eastern slicer, inbred.|Beit Alpha.||cucumber mosaic virus.|
Nichols Medium Green (Medium Green, Medium Pickling, Nichols Green)|A.W. Livingston and Sons.||monoecious open pollinated pickler, fruit straight, light green, 6-7 x 2.5-3' size. 1884.||||
NK 804 (804)|Northrup King and Company, Minneapolis.||cylindrical shape, black spined, pickler.|SMR 15, Wisconsin SMR 18. 1964.|||selection of Wisconsin SMR material.
NK 805 (805)|Northrup King and Company, Minneapolis.||F1, productive, uniform fruit shape, black spined, pickler.|Spartan Dawn.||cucumber mosaic virus, spot rot. 1964.|MSU 713-5 x NK male closed pedigree.
Northern Pickling (Maine 55-60)|Maine Agric. Expt. Sta., Orono.||productive, compact vine, large leaves, short internodes, fruit at each node, sometimes clustering, fruit medium to long, straight, firm, black spined.||New England, Canada.|scab.|
Nory|Oris.||hybrid slicer.|||some diseases.|
Oasis|Ball Seed.||slicer.||||
Odeon (PS 29900)|Bruno Sipeyre.|Seminis Vegetable Seeds, Petoseed Brand.|parthenocarpic American slicer, cylindrical fruit, large, blocky, 22-24 cm x 6 cm, dark green, some spines.|Laura.|South America. 1999.|powdery mildew, ZYMV, WMV, PRSV.|F1 hybrid.
Ohio MR25|Ohio Agric. Expt. Sta., Wooster, and H.J. Heinz Company Bowling Green, Ohio.||blunt ends, strong vine, rather late.|National cultivar.|southern, eastern United States. Ohio Agric. Expt. Sta. Res. Circ. 25, 1954. 1955.|tolerance to cucumber mosaic virus 1.|complex, includes Chinese Long, National, Ohio 31, Tokyo L. Green, Viking, Early Russian, and White Spine.
Ohio MR17|Ohio Expt. Sta., Cornell University, and H.J. Heinz Company, Wooster and Bowling Green, Ohio.||high degree of resistance to common strains of cucumber mosaic virus, excellent color of fruit, rather long fruit for a pickler. Initial crosses made at Cornell, followed by testing and selection at Heinz.||regionally, northern part of the United States, except California. Ohio Agric. Expt. Sta. Res. Circ. 10. 1952.|cucumber mosaic virus.|(((Chinese Long x Early Russian)x National)x National)x National.
